accident_year,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,road_type,speed_limit,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,daytime,month,season,IMD_Decile,IncScore,EmpScore,HDDScore,EduScore,CriScore,EnvScore,is_grave_accident
2019,2,2,1,2,7,30,1,1,1,1,morning rush (7-10),6,Summer,8,0.073,0.047,-1.103,0.742,0.458,29.545,Yes
2019,1,2,1,3,7,20,1,1,1,1,morning rush (7-10),6,Summer,7,0.1,0.059,-1.51,5.92,-0.42,24.758,No
2019,1,2,1,3,3,20,1,1,1,1,office hours (10-16),6,Summer,2,0.27,0.148,0.603,14.61,0.346,26.743,No
2019,1,2,2,5,6,20,1,1,1,1,morning rush (7-10),8,Summer,2,0.27,0.148,0.603,14.61,0.346,26.743,No
2020,1,2,1,1,9,20,1,8,1,1,office hours (10-16),6,Summer,2,0.27,0.148,0.603,14.61,0.346,26.743,No
2020,1,2,1,5,6,20,1,1,1,1,morning rush (7-10),11,Autumn,2,0.27,0.148,0.603,14.61,0.346,26.743,No
2017,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,2,0.27,0.148,0.603,14.61,0.346,26.743,No
2019,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),6,Summer,10,0.026,0.014,-2.452,3.266,-0.503,26.295,No
2019,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,8,0.075,0.06,-1.028,2.805,-0.008,23.356,No
2019,1,2,1,4,6,30,1,1,1,1,morning rush (7-10),6,Summer,10,0.049,0.036,-0.906,6.176,-0.635,14.408,No
2017,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),8,Summer,10,0.049,0.036,-0.906,6.176,-0.635,14.408,No
2019,1,2,1,6,1,30,1,8,1,1,office hours (10-16),5,Spring,3,0.207,0.081,-0.543,14.815,0.486,37.749,No
2019,1,2,1,2,6,30,1,1,1,1,office hours (10-16),8,Summer,3,0.207,0.081,-0.543,14.815,0.486,37.749,No
2020,1,2,1,6,3,40,1,8,1,1,morning rush (7-10),11,Autumn,3,0.207,0.081,-0.543,14.815,0.486,37.749,No
2019,1,2,1,4,2,30,1,1,9,1,afternoon rush (16-19),6,Summer,5,0.094,0.056,-0.628,6.465,0.358,48.155,No
2019,1,2,1,4,6,30,1,1,1,1,evening (19-23),6,Summer,5,0.127,0.076,-0.137,5.709,0.284,27.971,No
2020,1,2,1,6,9,20,1,1,1,1,afternoon rush (16-19),5,Spring,5,0.127,0.076,-0.137,5.709,0.284,27.971,No
2020,1,2,1,2,6,30,4,2,2,1,evening (19-23),11,Autumn,5,0.127,0.076,-0.137,5.709,0.284,27.971,No
2020,2,2,1,1,6,20,1,1,1,1,office hours (10-16),12,Winter,5,0.127,0.076,-0.137,5.709,0.284,27.971,Yes
2019,2,2,1,5,6,20,1,1,1,1,morning rush (7-10),6,Summer,2,0.24,0.151,0.176,21.117,-0.004,36.831,Yes
2020,1,2,1,2,6,20,1,1,1,1,office hours (10-16),4,Spring,2,0.24,0.151,0.176,21.117,-0.004,36.831,No
2017,1,2,1,4,6,30,1,1,1,1,morning rush (7-10),2,Winter,2,0.24,0.151,0.176,21.117,-0.004,36.831,No
2017,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),9,Autumn,2,0.24,0.151,0.176,21.117,-0.004,36.831,No
2017,1,2,1,1,6,20,5,1,9,1,afternoon rush (16-19),12,Winter,2,0.24,0.151,0.176,21.117,-0.004,36.831,No
2019,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),6,Summer,7,0.115,0.091,-0.388,3.63,-0.894,21.905,No
2019,2,2,1,1,6,30,4,2,2,1,evening (19-23),7,Summer,7,0.115,0.091,-0.388,3.63,-0.894,21.905,Yes
2020,2,1,1,3,6,30,1,9,1,1,office hours (10-16),11,Autumn,7,0.115,0.091,-0.388,3.63,-0.894,21.905,Yes
2017,1,2,1,2,6,30,1,8,1,1,office hours (10-16),5,Spring,7,0.115,0.091,-0.388,3.63,-0.894,21.905,No
2019,1,2,1,5,6,30,1,8,2,1,office hours (10-16),6,Summer,7,0.087,0.061,-1.128,1.945,-0.15,44.938,No
2019,1,2,1,7,9,20,1,1,1,1,afternoon rush (16-19),11,Autumn,7,0.087,0.061,-1.128,1.945,-0.15,44.938,No
2017,2,2,1,3,2,30,1,1,1,1,morning rush (7-10),9,Autumn,7,0.087,0.061,-1.128,1.945,-0.15,44.938,Yes
2017,2,2,1,4,3,30,1,1,1,1,afternoon rush (16-19),9,Autumn,7,0.087,0.061,-1.128,1.945,-0.15,44.938,Yes
2017,1,2,1,3,6,20,1,1,2,1,afternoon rush (16-19),11,Autumn,7,0.087,0.061,-1.128,1.945,-0.15,44.938,No
2019,1,2,1,5,6,20,1,1,1,1,night (23-7),6,Summer,2,0.317,0.156,0.342,25.96,0.545,26.846,No
2019,1,2,1,4,9,20,4,1,9,1,evening (19-23),9,Autumn,2,0.317,0.156,0.342,25.96,0.545,26.846,No
2017,1,2,1,5,9,30,1,2,2,1,afternoon rush (16-19),4,Spring,2,0.317,0.156,0.342,25.96,0.545,26.846,No
2017,1,2,1,3,6,20,1,1,1,1,morning rush (7-10),8,Summer,2,0.317,0.156,0.342,25.96,0.545,26.846,No
2019,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,3,0.157,0.108,0.11,18.96,0.93,40.848,No
2020,1,2,1,7,6,30,4,1,1,1,evening (19-23),8,Summer,3,0.157,0.108,0.11,18.96,0.93,40.848,No
2019,2,1,1,5,6,20,1,1,1,1,evening (19-23),6,Summer,8,0.013,0.012,-2.703,1.793,0.147,24.319,Yes
2020,1,2,1,2,6,20,1,1,1,1,afternoon rush (16-19),8,Summer,8,0.013,0.012,-2.703,1.793,0.147,24.319,No
2019,1,2,1,5,9,30,1,8,1,1,night (23-7),6,Summer,5,0.097,0.074,-0.123,23.044,0.713,30.483,No
2019,1,2,1,6,6,30,4,2,2,1,afternoon rush (16-19),10,Autumn,5,0.097,0.074,-0.123,23.044,0.713,30.483,No
2019,1,2,1,5,6,30,1,8,2,1,afternoon rush (16-19),10,Autumn,5,0.097,0.074,-0.123,23.044,0.713,30.483,No
2020,1,1,1,6,6,30,4,1,1,1,afternoon rush (16-19),1,Winter,5,0.097,0.074,-0.123,23.044,0.713,30.483,No
2020,1,2,1,1,6,30,1,2,2,1,office hours (10-16),10,Autumn,5,0.097,0.074,-0.123,23.044,0.713,30.483,No
2017,1,2,1,6,9,30,1,1,1,1,office hours (10-16),8,Summer,5,0.097,0.074,-0.123,23.044,0.713,30.483,No
2017,1,2,1,6,6,30,1,1,1,1,office hours (10-16),9,Autumn,5,0.097,0.074,-0.123,23.044,0.713,30.483,No
2017,1,2,1,6,6,30,1,1,2,1,afternoon rush (16-19),9,Autumn,5,0.097,0.074,-0.123,23.044,0.713,30.483,No
2019,1,2,1,6,6,20,1,2,2,1,morning rush (7-10),6,Summer,3,0.163,0.108,0.808,16.977,0.264,26.98,No
2020,2,2,1,5,6,30,1,1,1,1,evening (19-23),5,Spring,3,0.163,0.108,0.808,16.977,0.264,26.98,Yes
2019,1,2,1,3,9,30,1,1,1,1,morning rush (7-10),5,Spring,2,0.203,0.124,0.313,11.364,1.101,39.492,No
2019,1,2,1,5,1,30,1,1,1,1,evening (19-23),6,Summer,7,0.092,0.069,-0.286,10.702,-0.341,11.587,No
2019,1,2,1,7,6,30,7,1,1,1,night (23-7),6,Summer,4,0.15,0.084,0.079,13.812,0.349,30.744,No
2019,1,2,1,2,3,30,1,1,1,1,afternoon rush (16-19),8,Summer,4,0.15,0.084,0.079,13.812,0.349,30.744,No
2020,1,2,1,4,6,20,7,1,1,1,evening (19-23),10,Autumn,4,0.15,0.084,0.079,13.812,0.349,30.744,No
2020,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),11,Autumn,4,0.15,0.084,0.079,13.812,0.349,30.744,No
2019,2,1,1,3,9,20,1,1,1,1,afternoon rush (16-19),5,Spring,3,0.193,0.118,0.253,20.096,0.892,18.682,Yes
2020,2,2,1,6,6,30,1,1,1,1,evening (19-23),8,Summer,3,0.193,0.118,0.253,20.096,0.892,18.682,Yes
2019,1,2,1,7,2,20,1,1,1,1,afternoon rush (16-19),6,Summer,6,0.101,0.065,-0.833,8.663,0.691,26.815,No
2019,1,2,1,2,1,20,1,2,2,1,night (23-7),6,Summer,6,0.062,0.041,-0.163,1.512,0.893,36.875,No
2019,1,3,1,7,6,30,1,1,1,1,evening (19-23),6,Summer,6,0.062,0.041,-0.163,1.512,0.893,36.875,No
2020,1,2,1,3,6,20,1,2,2,1,office hours (10-16),6,Summer,6,0.062,0.041,-0.163,1.512,0.893,36.875,No
2019,1,2,1,1,6,30,1,1,1,1,morning rush (7-10),6,Summer,5,0.124,0.072,-0.438,7.053,0.151,21.54,No
2020,2,3,1,6,6,30,1,1,1,1,morning rush (7-10),12,Winter,5,0.124,0.072,-0.438,7.053,0.151,21.54,Yes
2019,1,3,1,2,1,30,1,1,1,1,office hours (10-16),5,Spring,6,0.106,0.07,-0.285,2.338,0.319,41.603,No
2020,1,2,1,5,6,20,1,8,2,1,office hours (10-16),10,Autumn,6,0.106,0.07,-0.285,2.338,0.319,41.603,No
2017,1,2,1,5,6,20,1,1,1,1,morning rush (7-10),9,Autumn,6,0.106,0.07,-0.285,2.338,0.319,41.603,No
2017,1,2,1,3,6,20,1,1,1,1,afternoon rush (16-19),9,Autumn,6,0.106,0.07,-0.285,2.338,0.319,41.603,No
2017,1,1,1,3,9,20,1,9,9,1,morning rush (7-10),10,Autumn,6,0.106,0.07,-0.285,2.338,0.319,41.603,No
2019,1,2,1,2,6,20,1,2,2,1,night (23-7),6,Summer,3,0.254,0.139,0.561,19.234,0.201,28.704,No
2019,2,2,1,4,6,20,1,1,1,1,office hours (10-16),5,Spring,6,0.088,0.051,-0.599,2.038,0.706,35.902,Yes
2019,1,2,1,6,6,20,1,1,1,1,afternoon rush (16-19),7,Summer,6,0.088,0.051,-0.599,2.038,0.706,35.902,No
2017,1,2,1,5,6,20,4,1,1,1,afternoon rush (16-19),11,Autumn,6,0.088,0.051,-0.599,2.038,0.706,35.902,No
2019,1,2,1,3,6,20,1,1,1,1,office hours (10-16),6,Summer,4,0.125,0.07,-0.197,17.028,0.405,31.994,No
2020,2,2,1,7,6,20,1,1,1,1,afternoon rush (16-19),9,Autumn,4,0.125,0.07,-0.197,17.028,0.405,31.994,Yes
2019,2,2,1,3,6,20,1,1,1,1,office hours (10-16),6,Summer,2,0.249,0.172,0.657,17.963,0.832,49.327,Yes
2019,1,2,1,7,3,30,1,1,1,1,morning rush (7-10),9,Autumn,2,0.249,0.172,0.657,17.963,0.832,49.327,No
2019,1,2,1,4,6,30,1,9,9,1,afternoon rush (16-19),11,Autumn,2,0.249,0.172,0.657,17.963,0.832,49.327,No
2017,1,2,1,1,9,40,1,9,9,1,office hours (10-16),12,Winter,2,0.249,0.172,0.657,17.963,0.832,49.327,No
2019,1,1,1,3,6,20,1,1,1,1,office hours (10-16),6,Summer,3,0.221,0.138,0.433,32.123,0.667,31.506,No
2019,1,2,1,4,6,20,7,9,9,1,office hours (10-16),6,Summer,9,0.011,0.009,-2.398,3.033,-0.531,49.819,No
2019,2,2,1,5,2,30,1,1,1,1,morning rush (7-10),10,Autumn,9,0.011,0.009,-2.398,3.033,-0.531,49.819,Yes
2019,2,4,1,3,2,30,1,1,1,1,office hours (10-16),11,Autumn,9,0.011,0.009,-2.398,3.033,-0.531,49.819,Yes
2020,1,2,1,4,6,30,1,1,2,1,night (23-7),1,Winter,9,0.011,0.009,-2.398,3.033,-0.531,49.819,No
2020,1,1,1,5,2,30,1,2,2,1,evening (19-23),8,Summer,9,0.011,0.009,-2.398,3.033,-0.531,49.819,No
2017,2,2,1,4,6,30,1,1,1,1,morning rush (7-10),4,Spring,9,0.011,0.009,-2.398,3.033,-0.531,49.819,Yes
2017,1,2,1,1,2,30,1,1,1,1,office hours (10-16),6,Summer,9,0.011,0.009,-2.398,3.033,-0.531,49.819,No
2019,1,2,1,6,6,30,1,9,9,1,morning rush (7-10),5,Spring,6,0.091,0.064,-0.526,8.298,0.514,29.96,No
2019,1,2,1,4,6,30,1,2,2,1,afternoon rush (16-19),6,Summer,4,0.171,0.099,-0.188,9.296,0.361,33.885,No
2017,2,2,1,6,6,30,1,1,1,1,office hours (10-16),6,Summer,4,0.171,0.099,-0.188,9.296,0.361,33.885,Yes
2019,1,2,1,4,1,20,4,2,2,1,evening (19-23),6,Summer,6,0.104,0.074,-1.498,7.74,0.004,21.138,No
2020,1,2,1,1,1,30,1,1,1,1,office hours (10-16),3,Spring,6,0.104,0.074,-1.498,7.74,0.004,21.138,No
2020,1,2,1,2,6,30,1,1,1,1,office hours (10-16),6,Summer,6,0.104,0.074,-1.498,7.74,0.004,21.138,No
2017,1,2,1,5,1,30,4,1,1,1,evening (19-23),11,Autumn,6,0.104,0.074,-1.498,7.74,0.004,21.138,No
2017,1,2,1,5,1,30,1,1,1,1,evening (19-23),11,Autumn,6,0.104,0.074,-1.498,7.74,0.004,21.138,No
2019,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),6,Summer,3,0.133,0.079,-0.41,22.263,1.077,44.13,No
2019,1,2,1,6,9,30,1,9,9,1,morning rush (7-10),6,Summer,6,0.076,0.068,-0.36,3.342,0.149,16.342,No
2019,1,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,9,0.049,0.036,-1.492,3.389,-0.924,17.134,No
2019,1,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,5,0.161,0.104,-0.508,11.323,-0.313,26.641,No
2019,1,2,1,4,6,30,1,1,1,1,morning rush (7-10),11,Autumn,5,0.161,0.104,-0.508,11.323,-0.313,26.641,No
2017,1,2,1,7,6,20,1,1,9,1,afternoon rush (16-19),7,Summer,5,0.161,0.104,-0.508,11.323,-0.313,26.641,No
2017,1,2,1,5,3,30,1,2,2,1,afternoon rush (16-19),9,Autumn,5,0.161,0.104,-0.508,11.323,-0.313,26.641,No
2019,1,2,1,2,3,30,1,2,2,1,night (23-7),6,Summer,3,0.194,0.14,-0.115,19.584,-0.106,29.27,No
2020,2,2,1,1,6,30,1,2,1,1,morning rush (7-10),7,Summer,3,0.194,0.14,-0.115,19.584,-0.106,29.27,Yes
2020,2,2,1,4,6,30,1,1,1,1,office hours (10-16),8,Summer,3,0.194,0.14,-0.115,19.584,-0.106,29.27,Yes
2017,1,2,1,7,6,20,1,1,1,1,office hours (10-16),12,Winter,3,0.194,0.14,-0.115,19.584,-0.106,29.27,No
2019,1,2,1,7,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,8,0.054,0.036,-1.118,2.041,0.779,28.154,No
2019,1,1,1,3,6,30,1,1,1,1,morning rush (7-10),12,Winter,8,0.054,0.036,-1.118,2.041,0.779,28.154,No
2020,1,2,1,2,9,20,1,1,1,1,office hours (10-16),1,Winter,8,0.054,0.036,-1.118,2.041,0.779,28.154,No
2020,1,2,1,7,6,30,1,1,1,1,office hours (10-16),9,Autumn,8,0.054,0.036,-1.118,2.041,0.779,28.154,No
2017,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),3,Spring,8,0.054,0.036,-1.118,2.041,0.779,28.154,No
2017,1,2,1,3,9,30,1,9,9,1,morning rush (7-10),5,Spring,8,0.054,0.036,-1.118,2.041,0.779,28.154,No
2017,1,2,1,6,6,30,1,1,1,1,office hours (10-16),9,Autumn,8,0.054,0.036,-1.118,2.041,0.779,28.154,No
2019,1,2,1,1,3,30,1,1,1,1,office hours (10-16),6,Summer,3,0.155,0.1,0.263,29.298,0.244,29.869,No
2017,1,2,1,7,3,30,4,1,1,1,evening (19-23),3,Spring,3,0.155,0.1,0.263,29.298,0.244,29.869,No
2017,2,2,1,4,6,30,1,1,1,1,morning rush (7-10),9,Autumn,3,0.155,0.1,0.263,29.298,0.244,29.869,Yes
2019,1,2,1,1,6,20,1,1,1,1,afternoon rush (16-19),6,Summer,2,0.259,0.165,0.796,25.504,0.742,29.438,No
2019,1,2,1,7,3,20,4,2,2,1,afternoon rush (16-19),11,Autumn,2,0.259,0.165,0.796,25.504,0.742,29.438,No
2020,1,2,1,5,6,20,4,1,1,1,afternoon rush (16-19),12,Winter,2,0.259,0.165,0.796,25.504,0.742,29.438,No
2019,1,2,1,2,2,30,1,1,1,1,morning rush (7-10),6,Summer,6,0.115,0.066,-0.735,10.56,0.515,25.356,No
2019,1,2,1,7,6,30,4,1,1,1,evening (19-23),8,Summer,6,0.115,0.066,-0.735,10.56,0.515,25.356,No
2020,1,2,1,1,6,30,1,1,1,1,office hours (10-16),5,Spring,6,0.115,0.066,-0.735,10.56,0.515,25.356,No
2020,1,2,1,1,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,6,0.115,0.066,-0.735,10.56,0.515,25.356,No
2017,2,1,2,6,3,30,1,1,1,1,office hours (10-16),3,Spring,6,0.115,0.066,-0.735,10.56,0.515,25.356,Yes
2019,1,2,1,2,6,30,1,1,1,1,office hours (10-16),6,Summer,4,0.145,0.1,-0.238,12.626,0.607,26.437,No
2019,1,2,1,2,2,30,1,1,1,1,morning rush (7-10),7,Summer,4,0.145,0.1,-0.238,12.626,0.607,26.437,No
2019,1,1,1,2,7,20,1,1,1,1,office hours (10-16),6,Summer,1,0.334,0.209,0.293,57.186,0.468,16.037,No
2020,1,2,1,2,6,30,1,8,1,1,morning rush (7-10),7,Summer,1,0.334,0.209,0.293,57.186,0.468,16.037,No
2019,1,2,1,3,6,30,1,9,9,1,morning rush (7-10),6,Summer,3,0.163,0.123,-0.255,11.883,0.901,44.659,No
2020,1,2,1,4,6,30,4,1,1,1,afternoon rush (16-19),1,Winter,3,0.163,0.123,-0.255,11.883,0.901,44.659,No
2020,2,2,1,5,1,20,7,1,1,1,evening (19-23),7,Summer,3,0.163,0.123,-0.255,11.883,0.901,44.659,Yes
2019,1,2,1,3,3,20,1,2,2,1,office hours (10-16),6,Summer,6,0.075,0.065,-0.026,1.69,-0.353,32.03,No
2017,1,1,2,1,3,20,1,8,1,1,morning rush (7-10),6,Summer,6,0.075,0.065,-0.026,1.69,-0.353,32.03,No
2019,1,2,1,3,1,20,1,1,2,1,afternoon rush (16-19),6,Summer,4,0.16,0.103,0.19,9.978,0.453,30.383,No
2019,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,4,0.16,0.103,0.19,9.978,0.453,30.383,No
2020,1,2,1,5,6,20,7,9,9,1,night (23-7),2,Winter,4,0.16,0.103,0.19,9.978,0.453,30.383,No
2017,1,2,1,7,3,20,1,1,1,1,afternoon rush (16-19),3,Spring,4,0.16,0.103,0.19,9.978,0.453,30.383,No
2017,1,2,1,4,1,20,4,1,2,1,afternoon rush (16-19),12,Winter,4,0.16,0.103,0.19,9.978,0.453,30.383,No
2019,1,2,1,7,6,20,1,1,2,1,evening (19-23),6,Summer,6,0.095,0.051,-0.964,10.702,-0.378,35.588,No
2020,1,2,1,3,6,20,1,1,2,1,morning rush (7-10),1,Winter,6,0.095,0.051,-0.964,10.702,-0.378,35.588,No
2020,1,2,1,2,2,20,1,8,1,1,evening (19-23),9,Autumn,6,0.095,0.051,-0.964,10.702,-0.378,35.588,No
2020,1,2,1,5,9,20,1,1,2,1,office hours (10-16),12,Winter,6,0.095,0.051,-0.964,10.702,-0.378,35.588,No
2019,1,2,2,1,6,30,1,2,2,1,office hours (10-16),6,Summer,9,0.044,0.038,-0.839,6.489,-0.111,18.196,No
2020,1,2,1,6,6,30,1,4,1,1,morning rush (7-10),2,Winter,9,0.044,0.038,-0.839,6.489,-0.111,18.196,No
2020,1,2,1,2,6,20,1,1,1,1,office hours (10-16),6,Summer,9,0.044,0.038,-0.839,6.489,-0.111,18.196,No
2020,1,2,1,5,6,30,1,1,1,1,office hours (10-16),8,Summer,9,0.044,0.038,-0.839,6.489,-0.111,18.196,No
2019,2,4,1,5,6,30,4,1,2,1,night (23-7),6,Summer,2,0.205,0.128,-0.509,28.448,1.195,32.87,Yes
2019,2,2,1,3,9,30,1,9,9,1,night (23-7),6,Summer,2,0.205,0.128,-0.509,28.448,1.195,32.87,Yes
2017,1,1,1,7,9,30,1,1,9,1,office hours (10-16),5,Spring,2,0.205,0.128,-0.509,28.448,1.195,32.87,No
2019,1,2,1,5,6,30,1,1,1,1,office hours (10-16),6,Summer,5,0.116,0.077,-0.356,11.854,0.003,44.729,No
2020,2,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),2,Winter,5,0.116,0.077,-0.356,11.854,0.003,44.729,Yes
2017,1,1,1,2,7,20,1,1,1,1,afternoon rush (16-19),3,Spring,5,0.116,0.077,-0.356,11.854,0.003,44.729,No
2019,1,2,1,5,6,20,1,1,1,1,morning rush (7-10),6,Summer,5,0.099,0.068,-0.418,7.384,0.134,35.502,No
2020,1,2,1,1,6,30,1,1,1,1,afternoon rush (16-19),5,Spring,5,0.099,0.068,-0.418,7.384,0.134,35.502,No
2017,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,5,0.099,0.068,-0.418,7.384,0.134,35.502,No
2019,1,2,1,6,3,40,1,1,1,1,morning rush (7-10),6,Summer,6,0.088,0.045,-1.402,6.815,0.229,38.235,No
2020,1,2,1,1,6,20,1,1,1,1,office hours (10-16),3,Spring,6,0.088,0.045,-1.402,6.815,0.229,38.235,No
2019,1,2,1,6,6,30,1,1,1,1,night (23-7),6,Summer,8,0.046,0.043,-1.222,15.738,0.275,14.45,No
2020,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),7,Summer,8,0.046,0.043,-1.222,15.738,0.275,14.45,No
2017,1,2,1,5,6,30,4,1,2,1,morning rush (7-10),10,Autumn,8,0.046,0.043,-1.222,15.738,0.275,14.45,No
2019,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),6,Summer,9,0.058,0.033,-1.85,0.518,0.359,27.374,No
2020,2,2,1,1,6,20,1,9,2,1,office hours (10-16),12,Winter,9,0.058,0.033,-1.85,0.518,0.359,27.374,Yes
2019,1,2,1,7,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,5,0.12,0.084,-0.408,10.649,0.282,36.813,No
2017,2,1,2,7,6,30,1,1,1,1,office hours (10-16),3,Spring,5,0.12,0.084,-0.408,10.649,0.282,36.813,Yes
2019,1,1,1,1,6,20,4,1,1,1,night (23-7),6,Summer,4,0.2,0.131,-0.086,9.64,-0.026,24.961,No
2019,1,2,1,2,6,30,1,1,1,1,morning rush (7-10),6,Summer,7,0.052,0.036,-0.867,0.816,0.02,45.985,No
2020,1,1,2,5,6,30,1,1,1,1,afternoon rush (16-19),9,Autumn,7,0.052,0.036,-0.867,0.816,0.02,45.985,No
2017,1,2,1,3,2,30,4,1,1,1,afternoon rush (16-19),1,Winter,7,0.052,0.036,-0.867,0.816,0.02,45.985,No
2017,1,2,1,4,6,20,1,1,1,1,afternoon rush (16-19),4,Spring,7,0.052,0.036,-0.867,0.816,0.02,45.985,No
2017,1,2,1,5,6,30,1,1,1,1,office hours (10-16),6,Summer,7,0.052,0.036,-0.867,0.816,0.02,45.985,No
2017,2,2,1,7,6,20,1,1,1,1,office hours (10-16),7,Summer,7,0.052,0.036,-0.867,0.816,0.02,45.985,Yes
2017,1,2,2,2,3,20,1,1,1,1,office hours (10-16),7,Summer,7,0.052,0.036,-0.867,0.816,0.02,45.985,No
2017,1,2,1,2,6,30,1,1,1,1,night (23-7),8,Summer,7,0.052,0.036,-0.867,0.816,0.02,45.985,No
2019,2,2,1,5,6,30,1,1,1,1,morning rush (7-10),5,Spring,8,0.048,0.057,-0.593,3.599,-0.628,11.051,Yes
2020,1,2,1,4,6,30,4,2,2,1,evening (19-23),2,Winter,8,0.048,0.057,-0.593,3.599,-0.628,11.051,No
2020,1,1,1,7,6,30,4,1,1,1,night (23-7),7,Summer,8,0.048,0.057,-0.593,3.599,-0.628,11.051,No
2020,2,2,1,6,1,30,1,1,1,1,morning rush (7-10),8,Summer,8,0.048,0.057,-0.593,3.599,-0.628,11.051,Yes
2017,2,2,1,6,6,30,1,9,9,1,afternoon rush (16-19),6,Summer,8,0.048,0.057,-0.593,3.599,-0.628,11.051,Yes
2019,1,2,1,2,6,20,1,1,1,1,office hours (10-16),6,Summer,4,0.095,0.068,-0.345,8.699,0.538,40.185,No
2020,1,1,1,4,7,30,1,1,1,1,office hours (10-16),1,Winter,4,0.095,0.068,-0.345,8.699,0.538,40.185,No
2017,1,2,1,4,6,20,5,8,1,1,morning rush (7-10),10,Autumn,4,0.095,0.068,-0.345,8.699,0.538,40.185,No
2019,1,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,2,0.188,0.111,-0.153,27.403,0.335,38.532,No
2017,2,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,2,0.188,0.111,-0.153,27.403,0.335,38.532,Yes
2019,1,2,1,3,6,20,1,1,1,1,morning rush (7-10),6,Summer,5,0.12,0.075,-0.422,7.281,0.612,23.47,No
2019,1,2,1,5,1,30,5,1,2,1,morning rush (7-10),6,Summer,6,0.105,0.062,-0.561,10.987,0.139,25.373,No
2019,2,2,1,4,6,-1,1,1,1,1,afternoon rush (16-19),6,Summer,8,0.081,0.059,-0.996,6.189,-0.177,18.025,Yes
2019,1,1,1,2,6,30,4,1,1,1,night (23-7),6,Summer,2,0.251,0.155,-0.085,11.856,1.515,32.996,No
2019,1,2,1,6,6,20,1,1,1,1,afternoon rush (16-19),7,Summer,2,0.251,0.155,-0.085,11.856,1.515,32.996,No
2019,1,2,1,2,6,30,1,2,2,1,afternoon rush (16-19),9,Autumn,2,0.251,0.155,-0.085,11.856,1.515,32.996,No
2019,2,1,1,6,6,30,1,1,1,1,morning rush (7-10),9,Autumn,2,0.251,0.155,-0.085,11.856,1.515,32.996,Yes
2020,2,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),4,Spring,2,0.251,0.155,-0.085,11.856,1.515,32.996,Yes
2017,1,2,1,2,2,30,1,1,9,1,morning rush (7-10),2,Winter,2,0.251,0.155,-0.085,11.856,1.515,32.996,No
2019,1,2,1,5,3,20,1,1,1,1,afternoon rush (16-19),6,Summer,2,0.273,0.167,1.146,25.548,1.152,31.078,No
2019,1,2,1,3,3,20,1,4,1,1,office hours (10-16),7,Summer,2,0.273,0.167,1.146,25.548,1.152,31.078,No
2017,1,2,1,2,6,20,1,1,1,1,morning rush (7-10),6,Summer,2,0.273,0.167,1.146,25.548,1.152,31.078,No
2019,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,6,0.099,0.075,-0.542,11.29,-0.221,29.257,No
2019,1,2,1,5,2,30,1,1,1,1,evening (19-23),6,Summer,4,0.153,0.105,-0.202,26.119,0.43,31.047,No
2019,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,4,0.144,0.11,0.147,15.442,0.256,22.219,No
2020,1,2,1,4,1,30,1,4,1,1,morning rush (7-10),2,Winter,4,0.144,0.11,0.147,15.442,0.256,22.219,No
2020,2,2,1,4,6,20,1,1,1,1,office hours (10-16),11,Autumn,4,0.144,0.11,0.147,15.442,0.256,22.219,Yes
2020,1,2,1,3,6,20,4,1,1,1,afternoon rush (16-19),12,Winter,4,0.144,0.11,0.147,15.442,0.256,22.219,No
2019,1,2,1,5,6,30,1,1,1,2,evening (19-23),6,Summer,3,0.167,0.094,-0.036,10.866,0.524,20.692,No
2017,1,2,1,7,6,30,1,1,1,1,afternoon rush (16-19),2,Winter,3,0.167,0.094,-0.036,10.866,0.524,20.692,No
2019,1,2,1,5,9,30,1,1,1,1,afternoon rush (16-19),6,Summer,5,0.131,0.077,-0.527,8.183,0.746,29.108,No
