accident_year,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,road_type,speed_limit,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,daytime,month,season,IMD_Decile,IncScore,EmpScore,HDDScore,EduScore,CriScore,EnvScore,is_grave_accident
2019,1,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,5,0.12,0.094,-0.164,8.118,0.293,26.783,No
2019,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,7,0.098,0.045,-0.817,6.149,0.132,22.652,No
2019,1,2,1,7,6,30,1,1,1,1,office hours (10-16),6,Summer,3,0.189,0.112,0.261,41.929,0.686,19.249,No
2020,1,2,1,5,3,30,4,1,2,1,evening (19-23),4,Spring,3,0.189,0.112,0.261,41.929,0.686,19.249,No
2020,1,2,1,4,6,30,6,1,1,1,evening (19-23),12,Winter,3,0.189,0.112,0.261,41.929,0.686,19.249,No
2019,2,2,1,7,6,30,1,1,1,1,office hours (10-16),6,Summer,2,0.301,0.196,0.584,29.492,0.511,16.883,Yes
2019,1,2,1,7,6,30,1,1,1,1,office hours (10-16),6,Summer,5,0.176,0.113,-0.298,8.142,-0.895,36.467,No
2019,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,5,0.176,0.113,-0.298,8.142,-0.895,36.467,No
2019,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,5,0.176,0.113,-0.298,8.142,-0.895,36.467,No
2019,1,2,1,6,2,30,1,1,1,1,morning rush (7-10),9,Autumn,5,0.176,0.113,-0.298,8.142,-0.895,36.467,No
2019,1,1,1,1,3,20,1,2,1,1,afternoon rush (16-19),9,Autumn,5,0.176,0.113,-0.298,8.142,-0.895,36.467,No
2020,1,2,1,3,6,30,1,1,1,1,office hours (10-16),11,Autumn,5,0.176,0.113,-0.298,8.142,-0.895,36.467,No
2017,1,2,1,4,6,30,4,1,1,1,afternoon rush (16-19),1,Winter,5,0.176,0.113,-0.298,8.142,-0.895,36.467,No
2017,1,2,1,6,6,20,1,9,9,1,afternoon rush (16-19),8,Summer,5,0.176,0.113,-0.298,8.142,-0.895,36.467,No
2019,1,2,1,7,3,30,1,1,1,1,evening (19-23),6,Summer,4,0.14,0.094,0.081,25.027,0.633,20.94,No
2019,1,2,1,3,6,30,4,1,1,1,night (23-7),9,Autumn,4,0.14,0.094,0.081,25.027,0.633,20.94,No
2020,1,2,1,2,9,30,1,1,1,1,office hours (10-16),5,Spring,4,0.14,0.094,0.081,25.027,0.633,20.94,No
2020,2,2,1,5,6,30,1,1,1,1,evening (19-23),8,Summer,4,0.14,0.094,0.081,25.027,0.633,20.94,Yes
2019,1,2,1,7,1,30,1,1,1,1,evening (19-23),6,Summer,7,0.065,0.06,-0.456,10.976,0.533,14.154,No
2019,1,2,1,7,6,30,1,1,1,1,evening (19-23),6,Summer,7,0.065,0.06,-0.456,10.976,0.533,14.154,No
2019,2,2,1,6,6,30,1,1,1,1,evening (19-23),7,Summer,7,0.065,0.06,-0.456,10.976,0.533,14.154,Yes
2019,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,7,0.065,0.06,-0.456,10.976,0.533,14.154,No
2020,1,2,1,7,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,7,0.065,0.06,-0.456,10.976,0.533,14.154,No
2017,1,2,1,3,1,30,4,1,1,1,evening (19-23),3,Spring,7,0.065,0.06,-0.456,10.976,0.533,14.154,No
2019,1,2,1,1,6,20,1,1,1,1,afternoon rush (16-19),6,Summer,3,0.165,0.112,0.111,15.26,0.141,25.154,No
2017,1,2,1,6,6,30,4,1,1,1,afternoon rush (16-19),12,Winter,3,0.165,0.112,0.111,15.26,0.141,25.154,No
2019,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),7,Summer,5,0.12,0.074,-0.677,15.207,0.434,19.85,No
2019,1,2,1,2,6,30,1,1,1,1,night (23-7),7,Summer,9,0.029,0.016,-1.11,0.859,0.203,31.944,No
2019,2,2,1,3,9,20,1,1,1,1,office hours (10-16),7,Summer,2,0.219,0.138,0.395,25.691,0.837,28.042,Yes
2019,2,2,1,3,3,30,1,1,1,1,office hours (10-16),7,Summer,2,0.23,0.136,0.418,31.637,0.559,44.214,Yes
2019,1,2,1,3,9,30,1,1,1,1,afternoon rush (16-19),7,Summer,6,0.112,0.084,-0.8,10.076,0.212,19.555,No
2019,1,2,1,3,6,30,1,2,2,1,afternoon rush (16-19),10,Autumn,6,0.112,0.084,-0.8,10.076,0.212,19.555,No
2017,1,2,1,5,3,50,1,1,1,1,afternoon rush (16-19),7,Summer,6,0.112,0.084,-0.8,10.076,0.212,19.555,No
2017,1,2,1,4,3,30,1,9,9,1,morning rush (7-10),9,Autumn,6,0.112,0.084,-0.8,10.076,0.212,19.555,No
2019,1,2,1,4,2,20,1,1,1,1,afternoon rush (16-19),7,Summer,6,0.098,0.059,-0.77,15.046,-0.141,36.406,No
2019,1,2,1,4,3,30,1,1,1,1,afternoon rush (16-19),7,Summer,4,0.249,0.119,-0.141,14.84,-0.442,19.173,No
2019,1,2,1,5,6,30,1,1,1,1,office hours (10-16),7,Summer,4,0.249,0.119,-0.141,14.84,-0.442,19.173,No
2017,2,2,1,3,6,20,1,1,2,1,morning rush (7-10),11,Autumn,4,0.249,0.119,-0.141,14.84,-0.442,19.173,Yes
2019,1,2,1,4,6,20,1,1,1,1,evening (19-23),7,Summer,3,0.192,0.118,-0.23,17.388,0.516,29.979,No
2020,1,2,1,5,7,20,1,8,2,1,morning rush (7-10),3,Spring,3,0.192,0.118,-0.23,17.388,0.516,29.979,No
2020,1,2,1,5,1,20,4,1,1,1,afternoon rush (16-19),9,Autumn,3,0.192,0.118,-0.23,17.388,0.516,29.979,No
2017,1,2,1,4,6,20,5,2,2,1,office hours (10-16),1,Winter,3,0.192,0.118,-0.23,17.388,0.516,29.979,No
2019,1,2,1,4,6,20,1,1,1,1,evening (19-23),7,Summer,7,0.083,0.061,-0.767,3.817,-0.202,25.188,No
2019,1,2,1,4,6,20,1,1,1,1,afternoon rush (16-19),7,Summer,6,0.06,0.031,-0.333,4.762,0.661,53.881,No
2019,3,2,1,5,3,30,1,1,1,1,office hours (10-16),7,Summer,6,0.06,0.031,-0.333,4.762,0.661,53.881,Yes
2019,1,2,1,1,6,30,1,1,1,1,office hours (10-16),9,Autumn,6,0.06,0.031,-0.333,4.762,0.661,53.881,No
2019,1,2,1,4,6,20,1,1,1,1,afternoon rush (16-19),10,Autumn,6,0.06,0.031,-0.333,4.762,0.661,53.881,No
2019,2,2,1,5,6,30,4,1,2,1,afternoon rush (16-19),12,Winter,6,0.06,0.031,-0.333,4.762,0.661,53.881,Yes
2020,1,2,1,1,6,20,1,1,1,1,afternoon rush (16-19),4,Spring,6,0.06,0.031,-0.333,4.762,0.661,53.881,No
2020,1,2,1,4,6,30,1,2,2,1,afternoon rush (16-19),9,Autumn,6,0.06,0.031,-0.333,4.762,0.661,53.881,No
2020,1,2,1,7,6,20,1,9,1,1,afternoon rush (16-19),10,Autumn,6,0.06,0.031,-0.333,4.762,0.661,53.881,No
2017,1,1,2,4,3,30,1,1,1,1,morning rush (7-10),3,Spring,6,0.06,0.031,-0.333,4.762,0.661,53.881,No
2017,1,2,1,6,6,30,1,1,1,1,office hours (10-16),4,Spring,6,0.06,0.031,-0.333,4.762,0.661,53.881,No
2019,1,2,1,5,6,20,1,1,1,1,morning rush (7-10),7,Summer,4,0.135,0.076,-0.023,18.428,0.715,47.562,No
2020,1,2,1,6,6,20,4,1,1,1,evening (19-23),2,Winter,4,0.135,0.076,-0.023,18.428,0.715,47.562,No
2017,1,1,1,2,6,20,1,1,1,1,afternoon rush (16-19),4,Spring,4,0.135,0.076,-0.023,18.428,0.715,47.562,No
2017,2,2,1,1,6,30,1,1,1,1,night (23-7),11,Autumn,4,0.135,0.076,-0.023,18.428,0.715,47.562,Yes
2019,1,2,1,4,1,30,1,1,1,1,evening (19-23),7,Summer,7,0.082,0.061,-0.915,11.502,-0.42,16.353,No
2017,1,2,1,7,3,30,1,2,2,1,office hours (10-16),4,Spring,7,0.082,0.061,-0.915,11.502,-0.42,16.353,No
2019,1,2,1,5,1,30,1,1,1,1,morning rush (7-10),7,Summer,9,0.037,0.035,-1.506,8.647,-0.217,13.09,No
2020,1,2,1,2,1,30,1,1,1,1,office hours (10-16),4,Spring,9,0.037,0.035,-1.506,8.647,-0.217,13.09,No
2019,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,4,0.126,0.083,-0.676,14.781,0.42,39.008,No
2020,2,2,1,5,2,30,4,7,2,1,night (23-7),2,Winter,4,0.126,0.083,-0.676,14.781,0.42,39.008,Yes
2020,1,2,1,3,6,20,1,1,1,1,office hours (10-16),7,Summer,4,0.126,0.083,-0.676,14.781,0.42,39.008,No
2020,1,2,1,3,3,30,1,1,1,1,office hours (10-16),8,Summer,4,0.126,0.083,-0.676,14.781,0.42,39.008,No
2017,1,2,1,1,6,30,1,1,9,1,office hours (10-16),10,Autumn,4,0.126,0.083,-0.676,14.781,0.42,39.008,No
2017,1,1,1,6,6,20,1,1,1,1,morning rush (7-10),11,Autumn,4,0.126,0.083,-0.676,14.781,0.42,39.008,No
2019,2,2,1,5,6,20,1,1,1,1,afternoon rush (16-19),7,Summer,5,0.118,0.09,-0.495,7.769,0.922,37.638,Yes
2019,1,2,1,4,6,20,1,1,1,1,office hours (10-16),9,Autumn,5,0.118,0.09,-0.495,7.769,0.922,37.638,No
2020,1,2,1,2,6,30,1,1,1,1,office hours (10-16),7,Summer,5,0.118,0.09,-0.495,7.769,0.922,37.638,No
2017,1,1,1,5,6,20,4,1,1,1,afternoon rush (16-19),1,Winter,5,0.118,0.09,-0.495,7.769,0.922,37.638,No
2017,1,1,1,3,6,20,1,1,1,1,evening (19-23),5,Spring,5,0.118,0.09,-0.495,7.769,0.922,37.638,No
2017,1,1,1,2,6,20,1,1,1,1,morning rush (7-10),10,Autumn,5,0.118,0.09,-0.495,7.769,0.922,37.638,No
2019,1,2,1,5,9,30,1,1,1,1,afternoon rush (16-19),7,Summer,5,0.112,0.087,-0.256,20.444,0.385,16.832,No
2019,1,2,1,6,6,20,1,8,1,2,morning rush (7-10),7,Summer,5,0.114,0.072,-0.285,13.54,0.772,34.626,No
2019,2,2,1,4,7,20,1,1,1,2,morning rush (7-10),8,Summer,5,0.114,0.072,-0.285,13.54,0.772,34.626,Yes
2020,1,1,1,1,1,30,1,1,1,2,afternoon rush (16-19),3,Spring,5,0.114,0.072,-0.285,13.54,0.772,34.626,No
2020,1,2,1,5,1,30,1,1,2,2,night (23-7),11,Autumn,5,0.114,0.072,-0.285,13.54,0.772,34.626,No
2019,1,6,1,7,6,30,1,1,1,1,morning rush (7-10),7,Summer,9,0.038,0.034,-1.165,5.817,-0.303,21.252,No
2019,1,2,1,7,6,30,1,1,1,1,morning rush (7-10),7,Summer,9,0.038,0.034,-1.165,5.817,-0.303,21.252,No
2020,2,3,2,3,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,9,0.038,0.034,-1.165,5.817,-0.303,21.252,Yes
2020,1,2,1,7,6,30,1,1,1,1,morning rush (7-10),10,Autumn,9,0.038,0.034,-1.165,5.817,-0.303,21.252,No
2019,1,1,1,6,6,20,1,1,1,1,office hours (10-16),7,Summer,4,0.152,0.102,-0.319,16.145,0.136,32.484,No
2017,1,2,1,4,2,30,1,1,1,1,afternoon rush (16-19),2,Winter,4,0.152,0.102,-0.319,16.145,0.136,32.484,No
2019,1,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,4,0.162,0.116,-0.15,20.488,0.323,17.571,No
2017,1,2,1,3,6,30,4,1,1,1,office hours (10-16),7,Summer,4,0.162,0.116,-0.15,20.488,0.323,17.571,No
2019,1,2,1,2,3,30,1,1,1,1,evening (19-23),7,Summer,5,0.121,0.076,-0.036,8.092,0.412,44.365,No
2019,1,2,1,6,6,20,1,1,1,1,evening (19-23),7,Summer,5,0.121,0.076,-0.036,8.092,0.412,44.365,No
2020,1,2,1,6,9,30,1,1,1,1,office hours (10-16),4,Spring,5,0.121,0.076,-0.036,8.092,0.412,44.365,No
2019,1,2,1,2,2,30,1,1,1,1,evening (19-23),7,Summer,5,0.126,0.056,-0.55,14.492,0.553,33.167,No
2020,1,2,1,3,6,20,1,1,1,1,office hours (10-16),6,Summer,5,0.126,0.056,-0.55,14.492,0.553,33.167,No
2019,1,2,1,2,1,20,1,8,1,1,afternoon rush (16-19),7,Summer,4,0.1,0.043,-0.093,5.945,1.026,41.52,No
2020,1,2,1,3,6,30,1,1,1,1,evening (19-23),9,Autumn,4,0.1,0.043,-0.093,5.945,1.026,41.52,No
2019,1,2,1,3,6,30,1,1,1,1,office hours (10-16),7,Summer,9,0.079,0.039,-0.989,1.746,-0.434,23.534,No
2019,1,2,1,3,6,30,1,1,1,1,office hours (10-16),7,Summer,7,0.083,0.067,-0.236,10.825,-0.128,16.28,No
2019,1,2,1,3,6,30,1,1,1,1,night (23-7),7,Summer,7,0.073,0.056,-0.916,1.192,-0.131,10.628,No
2019,1,2,1,2,3,30,1,1,1,1,morning rush (7-10),7,Summer,3,0.194,0.116,-0.188,18.871,0.76,28.575,No
2020,1,2,1,7,6,20,1,1,1,1,evening (19-23),7,Summer,3,0.194,0.116,-0.188,18.871,0.76,28.575,No
2017,1,2,1,7,9,30,1,1,1,1,office hours (10-16),5,Spring,3,0.194,0.116,-0.188,18.871,0.76,28.575,No
2019,1,2,1,4,6,20,1,1,1,1,morning rush (7-10),7,Summer,9,0.087,0.044,-0.777,5.145,-0.733,22.818,No
2020,1,2,1,7,6,20,1,1,1,1,office hours (10-16),11,Autumn,9,0.087,0.044,-0.777,5.145,-0.733,22.818,No
2019,1,2,1,4,6,20,1,1,1,1,afternoon rush (16-19),6,Summer,5,0.11,0.08,-0.602,2.487,0.661,35.131,No
2020,1,2,1,4,6,20,4,1,1,1,morning rush (7-10),1,Winter,5,0.11,0.08,-0.602,2.487,0.661,35.131,No
2020,1,2,1,3,3,20,1,1,1,1,afternoon rush (16-19),6,Summer,5,0.11,0.08,-0.602,2.487,0.661,35.131,No
2020,1,2,1,4,2,20,4,1,1,1,evening (19-23),8,Summer,5,0.11,0.08,-0.602,2.487,0.661,35.131,No
2017,1,2,1,6,6,30,4,1,1,1,afternoon rush (16-19),1,Winter,5,0.11,0.08,-0.602,2.487,0.661,35.131,No
2017,1,2,1,6,3,30,4,9,1,1,afternoon rush (16-19),3,Spring,5,0.11,0.08,-0.602,2.487,0.661,35.131,No
2019,1,2,1,4,6,30,1,8,1,1,afternoon rush (16-19),7,Summer,2,0.269,0.168,0.215,34.423,0.8,33.898,No
2020,1,2,1,3,6,20,1,1,1,1,office hours (10-16),6,Summer,2,0.269,0.168,0.215,34.423,0.8,33.898,No
2020,2,1,1,3,7,20,1,1,1,1,night (23-7),7,Summer,2,0.269,0.168,0.215,34.423,0.8,33.898,Yes
2019,1,2,1,5,6,30,1,1,1,1,evening (19-23),7,Summer,6,0.107,0.067,-0.535,5.236,0.052,30.573,No
2019,2,2,1,6,3,30,1,1,1,1,office hours (10-16),7,Summer,7,0.098,0.058,-1.208,7.344,-0.415,21.222,Yes
2019,1,2,1,6,3,20,1,1,1,1,afternoon rush (16-19),7,Summer,7,0.083,0.042,-0.316,4.385,-0.077,27.717,No
2019,1,2,1,3,6,20,1,1,1,1,morning rush (7-10),7,Summer,7,0.083,0.042,-0.316,4.385,-0.077,27.717,No
2020,1,2,1,6,6,20,1,1,1,1,afternoon rush (16-19),9,Autumn,7,0.083,0.042,-0.316,4.385,-0.077,27.717,No
2019,2,2,1,4,6,20,1,1,1,1,office hours (10-16),7,Summer,4,0.139,0.093,-0.391,18.453,0.551,32.189,Yes
2019,1,2,1,7,6,30,1,1,1,1,office hours (10-16),7,Summer,5,0.11,0.074,-0.992,10.626,0.203,24.416,No
2020,1,2,1,3,3,50,1,1,1,1,morning rush (7-10),7,Summer,5,0.11,0.074,-0.992,10.626,0.203,24.416,No
2019,2,2,1,1,6,30,1,1,1,1,office hours (10-16),7,Summer,6,0.085,0.063,-0.495,11.544,0.592,20.193,Yes
2020,1,2,1,5,6,30,1,1,1,1,office hours (10-16),5,Spring,6,0.085,0.063,-0.495,11.544,0.592,20.193,No
2020,1,2,1,6,1,30,1,1,1,2,afternoon rush (16-19),6,Summer,6,0.085,0.063,-0.495,11.544,0.592,20.193,No
2020,1,2,1,6,1,30,1,8,1,2,morning rush (7-10),7,Summer,6,0.085,0.063,-0.495,11.544,0.592,20.193,No
2017,2,2,1,1,1,30,1,8,1,2,office hours (10-16),2,Winter,6,0.085,0.063,-0.495,11.544,0.592,20.193,Yes
2019,1,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,5,0.098,0.058,-1.101,28.684,0.379,29.632,No
2020,1,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,5,0.098,0.058,-1.101,28.684,0.379,29.632,No
2019,2,2,1,2,6,30,1,1,1,1,evening (19-23),7,Summer,9,0.051,0.022,-1,1.049,-0.58,36.199,Yes
2019,2,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,9,0.051,0.022,-1,1.049,-0.58,36.199,Yes
2020,1,2,1,5,6,20,1,1,1,1,night (23-7),8,Summer,9,0.051,0.022,-1,1.049,-0.58,36.199,No
2020,2,2,1,4,7,20,1,1,2,1,morning rush (7-10),10,Autumn,9,0.051,0.022,-1,1.049,-0.58,36.199,Yes
2019,1,2,1,2,6,20,1,1,1,1,office hours (10-16),7,Summer,5,0.127,0.081,-0.181,15.799,0.014,31.246,No
2020,1,2,1,1,6,30,1,1,1,1,office hours (10-16),6,Summer,5,0.127,0.081,-0.181,15.799,0.014,31.246,No
2019,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),7,Summer,8,0.063,0.035,-0.776,3.549,0.245,26.067,No
2019,1,2,1,3,6,30,1,1,1,1,office hours (10-16),12,Winter,8,0.063,0.035,-0.776,3.549,0.245,26.067,No
2017,1,2,1,2,6,30,1,1,1,1,morning rush (7-10),6,Summer,8,0.063,0.035,-0.776,3.549,0.245,26.067,No
2017,1,2,1,3,6,30,4,1,1,1,evening (19-23),8,Summer,8,0.063,0.035,-0.776,3.549,0.245,26.067,No
2019,2,2,2,3,6,30,1,1,1,1,office hours (10-16),7,Summer,3,0.199,0.122,0.373,28.996,0.528,24.95,Yes
2020,1,2,1,2,6,20,1,1,1,1,office hours (10-16),5,Spring,3,0.199,0.122,0.373,28.996,0.528,24.95,No
2019,1,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,10,0.019,0.019,-2.241,0.113,0.415,30.881,No
2019,1,2,1,3,6,30,1,1,1,1,evening (19-23),7,Summer,3,0.175,0.101,0.089,9.359,0.816,34.327,No
2019,1,2,1,7,6,20,1,1,1,1,office hours (10-16),8,Summer,3,0.175,0.101,0.089,9.359,0.816,34.327,No
2019,2,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,6,0.102,0.064,-0.464,3.72,-0.279,29.602,Yes
2020,2,2,1,7,6,20,1,1,1,1,office hours (10-16),6,Summer,6,0.102,0.064,-0.464,3.72,-0.279,29.602,Yes
2020,2,2,1,6,7,30,1,1,1,1,office hours (10-16),9,Autumn,6,0.102,0.064,-0.464,3.72,-0.279,29.602,Yes
2019,2,2,1,4,6,30,4,1,1,1,night (23-7),7,Summer,2,0.285,0.17,0.155,20.774,0.485,34.776,Yes
2020,1,1,1,3,6,30,1,1,1,1,office hours (10-16),8,Summer,2,0.285,0.17,0.155,20.774,0.485,34.776,No
2019,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),7,Summer,6,0.131,0.09,-0.719,4.183,-0.202,34.305,No
2019,1,2,1,5,1,20,1,1,1,1,afternoon rush (16-19),10,Autumn,6,0.131,0.09,-0.719,4.183,-0.202,34.305,No
2019,2,2,1,3,6,30,1,1,1,1,morning rush (7-10),11,Autumn,6,0.131,0.09,-0.719,4.183,-0.202,34.305,Yes
2017,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),10,Autumn,6,0.131,0.09,-0.719,4.183,-0.202,34.305,No
2017,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),10,Autumn,6,0.131,0.09,-0.719,4.183,-0.202,34.305,No
2019,1,2,1,6,9,20,1,1,1,1,morning rush (7-10),7,Summer,4,0.152,0.076,0.402,6.408,1.15,37.885,No
2019,1,2,1,4,6,20,1,1,1,1,afternoon rush (16-19),7,Summer,4,0.152,0.076,0.402,6.408,1.15,37.885,No
2020,1,2,1,2,6,20,1,1,1,1,afternoon rush (16-19),1,Winter,4,0.152,0.076,0.402,6.408,1.15,37.885,No
2017,1,2,1,3,6,20,4,1,1,1,afternoon rush (16-19),2,Winter,4,0.152,0.076,0.402,6.408,1.15,37.885,No
2017,2,2,1,1,9,20,1,1,1,1,office hours (10-16),4,Spring,4,0.152,0.076,0.402,6.408,1.15,37.885,Yes
2019,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),6,Summer,3,0.151,0.137,-0.004,33.267,0.312,22.699,No
2017,1,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),9,Autumn,3,0.151,0.137,-0.004,33.267,0.312,22.699,No
2019,1,2,1,4,7,20,1,1,1,1,morning rush (7-10),7,Summer,9,0.037,0.022,-2.038,6.521,-0.208,26.368,No
2020,1,2,1,2,3,20,1,1,1,1,office hours (10-16),6,Summer,9,0.037,0.022,-2.038,6.521,-0.208,26.368,No
2020,1,2,1,6,9,20,1,1,1,1,afternoon rush (16-19),7,Summer,9,0.037,0.022,-2.038,6.521,-0.208,26.368,No
2020,2,2,1,2,6,20,4,2,2,1,afternoon rush (16-19),10,Autumn,9,0.037,0.022,-2.038,6.521,-0.208,26.368,Yes
2017,1,2,1,4,6,30,1,1,1,1,office hours (10-16),6,Summer,9,0.037,0.022,-2.038,6.521,-0.208,26.368,No
2019,1,2,1,5,6,30,1,2,2,1,night (23-7),7,Summer,2,0.233,0.162,0.051,35.935,1.015,33.024,No
2020,1,2,1,2,6,30,1,1,1,1,morning rush (7-10),4,Spring,2,0.233,0.162,0.051,35.935,1.015,33.024,No
2017,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),10,Autumn,2,0.233,0.162,0.051,35.935,1.015,33.024,No
2019,1,2,1,4,6,20,1,1,1,1,afternoon rush (16-19),7,Summer,4,0.164,0.102,0.278,9.965,0.544,18.466,No
2020,2,2,1,7,3,20,1,2,2,1,morning rush (7-10),7,Summer,4,0.164,0.102,0.278,9.965,0.544,18.466,Yes
2020,2,2,1,4,6,20,1,1,5,1,office hours (10-16),11,Autumn,4,0.164,0.102,0.278,9.965,0.544,18.466,Yes
2020,1,2,1,2,6,20,4,2,2,1,afternoon rush (16-19),12,Winter,4,0.164,0.102,0.278,9.965,0.544,18.466,No
2017,1,2,1,5,6,30,4,9,1,1,afternoon rush (16-19),11,Autumn,4,0.164,0.102,0.278,9.965,0.544,18.466,No
2019,1,2,1,5,6,30,1,2,2,1,office hours (10-16),7,Summer,3,0.202,0.138,-0.006,24.831,0.467,33.884,No
2020,1,2,1,4,6,30,1,1,1,1,office hours (10-16),7,Summer,3,0.202,0.138,-0.006,24.831,0.467,33.884,No
2019,1,2,1,6,1,30,1,2,2,1,afternoon rush (16-19),7,Summer,4,0.127,0.121,0.023,5.636,0.735,25.002,No
2020,1,2,1,4,6,30,1,2,2,1,office hours (10-16),12,Winter,4,0.127,0.121,0.023,5.636,0.735,25.002,No
2017,1,2,1,2,9,30,6,9,9,1,evening (19-23),1,Winter,4,0.127,0.121,0.023,5.636,0.735,25.002,No
2019,1,3,1,7,6,20,1,1,1,1,evening (19-23),7,Summer,7,0.105,0.048,-0.802,7.373,-0.122,20.302,No
2019,1,2,1,1,3,30,1,1,1,1,afternoon rush (16-19),7,Summer,4,0.109,0.069,-0.001,10.597,0.585,60.352,No
2020,1,2,1,3,2,20,1,1,2,1,morning rush (7-10),12,Winter,4,0.109,0.069,-0.001,10.597,0.585,60.352,No
2019,1,2,1,4,6,30,1,1,1,1,evening (19-23),7,Summer,2,0.213,0.166,0.005,5.69,0.8,43.895,No
2019,1,2,1,2,6,30,1,1,1,1,office hours (10-16),7,Summer,8,0.042,0.035,-0.83,3.454,0.659,19.964,No
2017,1,2,1,3,6,20,1,1,1,1,afternoon rush (16-19),7,Summer,8,0.042,0.035,-0.83,3.454,0.659,19.964,No
2019,1,2,1,1,6,30,1,1,1,1,morning rush (7-10),7,Summer,7,0.081,0.049,-0.47,13.122,0.042,19.804,No
2020,1,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,7,0.081,0.049,-0.47,13.122,0.042,19.804,No
2019,1,2,1,2,6,20,1,1,1,1,office hours (10-16),7,Summer,2,0.244,0.185,0.717,30.837,0.678,17.89,No
2017,1,2,1,1,3,30,1,2,2,1,afternoon rush (16-19),9,Autumn,2,0.244,0.185,0.717,30.837,0.678,17.89,No
2019,1,2,1,3,6,30,1,1,1,1,office hours (10-16),7,Summer,5,0.124,0.076,-0.576,10.855,0.211,22.863,No
2020,1,3,1,2,6,20,1,1,1,1,morning rush (7-10),9,Autumn,5,0.124,0.076,-0.576,10.855,0.211,22.863,No
2019,1,2,1,3,6,20,1,8,1,1,afternoon rush (16-19),7,Summer,5,0.113,0.081,0.001,10.026,1.033,30.594,No
2019,2,1,1,3,6,30,1,1,1,1,evening (19-23),7,Summer,6,0.097,0.075,-0.916,20.584,0.401,19.845,Yes
2019,1,2,1,3,6,30,1,1,1,1,evening (19-23),7,Summer,2,0.255,0.128,0.229,21.586,1.549,41.68,No
2019,1,2,1,7,6,30,1,1,1,1,office hours (10-16),10,Autumn,2,0.255,0.128,0.229,21.586,1.549,41.68,No
2020,1,2,1,2,6,30,4,2,2,1,afternoon rush (16-19),3,Spring,2,0.255,0.128,0.229,21.586,1.549,41.68,No
2019,1,2,1,3,6,20,4,1,1,1,evening (19-23),7,Summer,4,0.158,0.092,0.131,15.374,0.178,26.942,No
2020,1,2,1,7,6,20,1,1,1,1,morning rush (7-10),1,Winter,4,0.158,0.092,0.131,15.374,0.178,26.942,No
2019,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,2,0.236,0.164,0.939,11.925,0.869,34.848,No
2019,2,2,1,1,3,30,1,1,5,1,office hours (10-16),8,Summer,2,0.236,0.164,0.939,11.925,0.869,34.848,Yes
2017,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),10,Autumn,2,0.236,0.164,0.939,11.925,0.869,34.848,No
2019,2,2,1,5,6,20,4,1,1,1,night (23-7),7,Summer,3,0.244,0.137,0.018,11.433,0.002,21.829,Yes
2019,1,2,1,3,6,20,1,1,1,1,afternoon rush (16-19),7,Summer,3,0.195,0.113,-0.43,26.712,0.299,25.562,No
2019,1,2,1,6,3,30,1,1,1,1,office hours (10-16),7,Summer,5,0.103,0.059,-0.166,9.426,0.868,26.022,No
2020,1,2,1,3,6,30,1,1,1,1,office hours (10-16),3,Spring,5,0.103,0.059,-0.166,9.426,0.868,26.022,No
2020,1,2,1,6,2,30,1,1,1,1,afternoon rush (16-19),3,Spring,5,0.103,0.059,-0.166,9.426,0.868,26.022,No
2019,2,2,1,7,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,6,0.108,0.052,-0.728,15.894,-0.21,21.483,Yes
2017,2,2,1,1,6,30,1,1,1,1,afternoon rush (16-19),3,Spring,6,0.108,0.052,-0.728,15.894,-0.21,21.483,Yes
2019,2,2,1,1,6,30,1,1,1,1,office hours (10-16),7,Summer,9,0.055,0.034,-1.132,7.776,-0.28,20.695,Yes
